p0_hero,p1_hero,p2_hero,p3_hero,p4_hero,p5_hero,p6_hero,p7_hero,p8_hero,p9_hero,radiant_win
110,21,20,47,85,72,2,91,50,15,FALSE
20,78,88,1,75,60,16,94,101,41,FALSE
22,2,29,27,94,5,101,97,1,106,TRUE
57,101,10,71,8,20,74,30,41,99,FALSE
75,78,16,46,95,2,94,101,29,71,TRUE
20,50,95,65,63,86,106,8,99,75,TRUE
77,47,99,68,20,30,8,78,101,106,FALSE
8,68,76,51,26,20,2,101,17,67,FALSE
16,89,15,55,101,45,26,20,94,65,FALSE
68,8,93,97,20,26,91,55,106,95,FALSE
75,2,50,29,106,97,98,8,68,86,TRUE
65,10,86,20,36,26,8,97,30,41,TRUE
69,7,26,10,2,93,88,106,65,101,TRUE
75,8,20,39,2,110,101,51,41,11,TRUE
7,71,10,101,106,8,11,2,75,20,TRUE
99,11,29,68,20,8,84,13,101,41,TRUE
84,94,97,20,29,41,72,90,30,13,TRUE
55,72,13,101,64,95,66,44,86,97,FALSE
94,65,84,87,47,101,91,99,78,93,FALSE
71,26,1,13,2,75,109,7,8,51,FALSE
20,21,6,29,101,7,11,8,68,2,TRUE
29,47,50,16,6,106,11,51,20,101,FALSE
26,81,97,91,104,69,44,87,84,22,FALSE
39,62,51,101,82,29,76,94,68,26,TRUE
30,15,7,68,42,99,47,20,102,77,FALSE
20,110,77,65,21,93,99,68,86,47,TRUE
98,73,26,38,95,20,18,29,84,56,TRUE
29,68,89,86,13,69,1,50,84,65,TRUE
2,26,17,28,33,95,57,74,50,8,FALSE
29,101,93,17,68,20,25,11,95,104,FALSE
47,26,11,104,7,94,68,84,13,60,FALSE
1,20,74,71,29,40,84,77,13,110,FALSE
9,1,16,46,87,57,93,79,25,4,FALSE
89,84,104,101,17,76,20,26,78,69,FALSE
90,41,101,89,7,65,20,95,77,57,TRUE
13,44,86,30,29,96,91,8,26,19,TRUE
26,101,8,97,110,47,62,59,50,13,TRUE
4,63,14,43,25,51,47,8,54,31,TRUE
69,87,44,86,78,61,77,50,101,13,FALSE
53,68,2,86,11,13,77,50,87,47,TRUE
44,84,2,68,17,7,50,47,87,93,TRUE
95,101,46,7,13,43,88,6,20,26,FALSE
78,42,95,75,23,7,30,9,6,2,TRUE
42,104,59,101,8,75,93,95,99,27,TRUE
7,95,30,51,41,78,75,10,74,100,TRUE
13,11,26,1,57,60,7,94,20,110,TRUE
15,20,8,57,74,68,43,42,29,10,TRUE
26,21,6,31,47,20,78,42,68,13,TRUE
86,10,8,16,53,32,13,101,29,26,TRUE
16,69,41,101,63,20,2,68,8,10,FALSE
2,8,30,69,87,41,19,91,20,39,TRUE
41,47,7,13,101,11,2,68,20,10,FALSE
10,65,20,16,74,22,7,101,94,2,FALSE
15,29,68,1,20,101,94,51,2,70,TRUE
75,11,26,78,77,20,8,106,101,99,TRUE
56,41,20,75,11,101,74,86,78,21,TRUE
11,20,75,94,65,74,2,7,101,10,TRUE
20,33,95,65,10,91,89,13,64,106,TRUE
101,17,83,8,95,55,4,78,31,77,TRUE
58,20,41,21,52,8,56,66,29,26,FALSE
2,87,51,8,46,69,74,26,92,67,TRUE
91,99,2,26,82,20,102,95,15,64,FALSE
84,8,4,25,95,75,2,68,99,63,TRUE
61,11,8,68,20,42,86,55,77,39,FALSE
69,51,11,20,74,66,40,29,77,106,TRUE
65,62,29,106,91,11,98,20,101,10,TRUE
93,75,13,19,91,87,78,64,84,10,TRUE
91,109,2,84,21,47,101,20,29,94,FALSE
20,83,78,9,95,30,17,57,2,77,FALSE
20,78,65,84,109,95,2,93,26,101,TRUE
78,75,26,29,89,51,1,86,101,74,TRUE
65,20,61,26,10,16,19,101,41,91,FALSE
20,106,94,75,61,4,101,41,39,47,TRUE
47,29,26,69,106,101,65,7,11,41,FALSE
2,21,110,22,11,91,19,29,101,106,FALSE
20,110,76,65,106,17,68,86,41,10,FALSE
2,26,50,29,94,68,91,41,19,88,FALSE
75,78,86,21,94,93,101,41,39,30,FALSE
78,87,101,94,41,20,91,15,2,74,FALSE
74,86,40,77,76,41,88,30,94,29,TRUE
87,1,65,101,106,4,104,20,93,17,FALSE
20,109,30,2,15,42,68,65,77,95,FALSE
91,93,29,68,74,20,106,101,51,39,FALSE
22,65,67,26,68,94,2,47,33,20,TRUE
46,22,2,84,95,101,8,16,51,11,FALSE
74,86,33,96,70,8,11,101,73,51,TRUE
109,73,87,85,20,106,97,19,75,91,FALSE
75,17,26,65,77,106,2,22,101,63,TRUE
31,8,95,98,64,99,76,20,50,28,TRUE
49,23,76,96,26,8,20,13,16,94,FALSE
41,20,4,64,22,104,68,21,96,86,TRUE
98,22,100,93,70,41,72,101,57,30,FALSE
93,65,39,16,87,99,47,26,102,78,FALSE
103,43,94,14,25,13,101,55,42,82,TRUE
57,73,26,38,95,106,104,74,7,101,TRUE
30,84,41,22,47,7,91,19,110,106,FALSE
33,84,42,17,96,13,31,1,20,99,TRUE
67,7,86,71,39,30,57,74,47,29,FALSE
35,26,98,64,41,7,78,65,45,27,FALSE
4,7,69,23,93,26,75,57,6,96,TRUE
70,60,91,50,96,64,95,45,5,78,TRUE
20,38,39,56,33,64,94,78,26,69,TRUE
33,17,21,9,26,8,95,22,83,29,TRUE
20,69,56,13,64,22,30,29,77,17,FALSE
20,64,99,2,17,74,91,65,19,86,FALSE
30,4,36,106,101,67,39,20,2,75,TRUE
69,7,101,94,2,20,93,68,41,95,FALSE
41,68,11,39,20,14,94,86,10,53,TRUE
26,64,96,1,39,20,33,47,51,10,FALSE
66,95,20,99,72,90,2,57,17,77,FALSE
50,46,26,74,78,41,101,86,94,65,TRUE
100,74,41,68,28,9,55,11,20,65,FALSE
7,10,101,51,106,87,74,2,20,44,TRUE
51,94,20,110,47,101,46,26,93,78,FALSE
38,26,20,1,29,74,68,65,106,70,TRUE
66,101,29,34,42,20,102,95,8,64,FALSE
101,10,95,41,74,5,20,65,44,39,TRUE
20,95,78,31,18,30,75,77,11,2,FALSE
20,11,7,8,77,98,18,91,101,39,TRUE
4,64,65,106,22,78,68,86,10,47,TRUE
78,65,10,26,31,11,8,2,87,20,TRUE
42,89,61,20,40,17,101,1,29,26,FALSE
99,66,41,20,11,46,87,101,8,78,TRUE
101,46,86,65,106,11,7,40,29,20,TRUE
89,86,8,29,88,7,94,68,96,41,TRUE
77,88,2,20,22,51,29,67,26,68,FALSE
78,20,101,8,67,69,41,15,68,26,TRUE
106,19,91,97,75,64,93,26,95,99,FALSE
42,68,65,73,46,4,41,30,11,20,TRUE
87,20,2,21,10,78,15,101,7,95,FALSE
8,26,65,20,21,13,67,95,101,30,TRUE
86,11,78,99,101,20,74,65,91,18,FALSE
104,1,40,14,77,4,86,65,80,28,FALSE
85,8,41,64,36,93,20,17,65,75,FALSE
2,8,22,20,77,82,84,78,101,47,TRUE
20,76,65,91,18,9,106,55,74,101,FALSE
20,110,77,51,93,21,6,101,29,16,TRUE
17,29,92,94,26,106,101,8,2,78,FALSE
73,86,68,10,69,64,20,65,80,49,TRUE
5,26,29,93,94,89,20,2,101,64,FALSE
22,8,75,41,101,20,91,55,78,10,FALSE
88,43,101,89,51,11,26,20,94,97,FALSE
106,51,86,1,101,29,43,75,26,67,TRUE
68,97,84,67,44,20,83,64,69,95,FALSE
31,102,44,47,97,92,6,95,68,71,FALSE
91,25,39,21,19,13,69,57,20,47,TRUE
101,8,4,26,19,86,13,84,18,17,TRUE
88,26,20,41,94,101,75,95,78,93,FALSE
68,56,20,17,99,42,30,21,85,39,TRUE
39,79,20,67,51,57,21,68,41,93,FALSE
91,30,6,25,95,87,51,21,47,20,TRUE
98,64,86,84,47,61,94,13,101,7,TRUE
50,110,29,100,48,66,61,11,8,20,TRUE
78,72,86,61,68,13,48,64,30,49,FALSE
10,42,9,101,39,95,87,20,65,56,FALSE
33,68,22,2,104,50,29,21,92,6,TRUE
19,91,68,13,95,39,78,63,30,84,FALSE
7,56,86,14,74,104,99,30,101,54,TRUE
8,68,17,86,96,106,26,78,13,101,TRUE
109,69,39,50,26,95,68,75,20,41,TRUE
88,41,84,26,99,94,44,30,21,101,TRUE
30,101,96,94,47,103,1,78,20,2,FALSE
65,89,26,47,14,93,7,39,101,69,FALSE
50,2,11,20,41,68,42,47,75,95,TRUE
94,95,86,8,5,2,50,20,43,77,TRUE
26,64,95,29,74,30,2,77,75,36,TRUE
20,11,97,26,10,5,8,2,64,106,FALSE
11,55,66,106,20,110,101,41,93,95,TRUE
5,54,65,64,39,20,11,103,9,89,FALSE
26,68,99,77,46,69,2,11,20,91,FALSE
29,22,94,20,7,26,91,95,99,8,FALSE
51,11,20,2,95,10,22,26,8,30,FALSE
93,7,87,29,106,20,4,78,75,95,FALSE
8,47,86,2,101,20,15,65,84,10,TRUE
93,97,91,19,75,66,20,29,34,106,TRUE
9,74,2,20,67,11,75,101,96,8,TRUE
75,60,65,84,10,39,8,20,41,31,FALSE
20,106,30,61,18,95,75,101,99,78,FALSE
58,20,65,44,39,106,13,19,91,75,FALSE
95,65,20,91,10,101,47,29,36,30,FALSE
2,63,20,69,50,68,91,65,81,106,FALSE
11,87,8,86,2,106,5,75,29,10,TRUE
91,99,2,68,74,22,30,20,10,41,FALSE
64,91,102,47,36,8,20,95,41,87,TRUE
106,87,78,51,69,101,91,8,2,93,FALSE
42,64,68,20,47,8,87,86,2,106,TRUE
38,20,68,10,96,30,44,2,64,57,TRUE
30,102,47,65,63,8,99,106,87,91,TRUE
25,84,8,62,47,9,106,2,74,20,FALSE
26,71,11,68,10,20,106,65,101,1,FALSE
95,99,20,61,75,41,31,101,78,15,TRUE
46,50,20,2,106,26,68,95,8,74,TRUE
64,6,95,65,20,4,68,2,53,106,FALSE
20,110,77,13,95,26,46,101,8,99,TRUE
17,75,101,99,95,20,78,68,77,98,FALSE
68,11,65,26,36,61,2,101,93,21,TRUE
78,95,101,19,91,99,39,5,110,41,TRUE
11,101,41,91,2,19,8,87,20,51,FALSE
2,19,20,41,91,38,68,98,89,47,FALSE
55,21,7,20,69,2,13,19,101,91,FALSE
4,5,65,106,53,47,6,20,96,101,FALSE
89,41,101,17,7,42,106,78,20,47,TRUE
10,2,30,51,47,106,55,11,66,20,FALSE
50,36,67,101,71,99,13,8,57,27,FALSE
57,1,20,47,32,3,106,63,28,30,TRUE
26,17,33,47,41,11,27,15,29,9,TRUE
78,2,87,68,67,91,19,99,13,30,TRUE
19,101,10,93,14,1,74,26,2,20,FALSE
86,102,95,65,64,29,20,93,2,11,TRUE
40,93,26,20,8,94,29,16,101,95,FALSE
22,52,1,79,78,17,2,101,8,91,FALSE
40,64,89,57,43,86,91,95,2,74,FALSE
82,89,87,78,50,68,22,64,1,71,TRUE
95,29,91,20,36,41,94,8,10,14,FALSE
46,87,20,8,106,4,74,2,95,101,TRUE
2,22,68,67,26,69,92,20,94,65,FALSE
51,110,77,65,47,33,78,29,101,94,TRUE
65,17,64,45,53,68,20,29,89,96,FALSE
87,11,65,101,1,26,91,55,106,93,FALSE
9,94,41,20,55,78,87,8,101,93,TRUE
11,30,20,94,65,99,2,78,50,101,TRUE
22,20,51,89,47,41,11,26,68,52,TRUE
2,20,38,86,8,77,5,65,26,25,TRUE
42,95,68,41,26,69,27,101,93,65,FALSE
11,56,8,20,66,103,106,74,101,55,TRUE
84,2,74,102,10,20,106,94,101,98,FALSE
40,7,53,26,89,2,11,20,57,95,FALSE
65,100,13,6,47,58,68,29,95,56,TRUE
20,78,99,15,30,13,49,64,4,47,TRUE
16,94,41,20,9,61,8,95,86,68,FALSE
22,101,2,106,47,64,20,36,80,8,FALSE
65,26,68,1,15,69,106,88,101,74,TRUE
26,91,47,65,93,8,87,69,11,20,TRUE
8,47,101,2,42,19,106,97,91,75,FALSE
29,86,93,20,15,102,95,97,87,63,FALSE
75,17,98,57,95,8,68,47,2,86,TRUE
8,20,86,2,11,26,95,97,91,18,TRUE
95,2,8,86,68,47,93,20,41,31,TRUE
21,48,91,41,101,26,71,95,29,10,FALSE
86,78,98,91,72,1,20,66,29,11,FALSE
102,8,97,20,56,13,87,10,68,15,TRUE
17,29,19,26,91,55,39,31,2,77,TRUE
73,26,68,89,51,2,77,101,41,22,TRUE
75,78,26,47,10,93,20,43,2,31,FALSE
7,17,75,65,8,68,20,40,41,95,TRUE
11,26,86,2,10,23,20,65,72,39,TRUE
101,29,46,86,93,91,19,97,2,50,FALSE
41,20,30,40,22,31,78,83,35,63,TRUE
9,6,20,98,21,78,91,87,8,2,FALSE
95,91,99,29,20,101,106,96,26,67,TRUE
4,21,65,109,22,74,29,75,20,8,TRUE
102,93,97,71,20,75,8,106,26,65,TRUE
8,101,21,42,17,9,2,11,86,52,TRUE
23,13,9,29,89,95,50,30,8,2,FALSE
41,11,86,30,36,87,40,84,8,2,TRUE
4,47,89,69,87,61,93,3,91,78,FALSE
20,40,19,91,98,53,44,87,30,22,TRUE
69,8,26,91,11,95,68,103,41,20,TRUE
65,1,79,30,40,26,47,86,93,104,FALSE
10,40,99,7,91,98,47,20,102,17,TRUE
69,73,26,38,106,76,20,8,96,86,TRUE
74,101,99,43,86,57,49,29,95,26,TRUE
42,19,91,74,7,99,82,75,96,5,FALSE
42,17,15,69,23,2,26,50,46,78,FALSE
101,7,82,72,13,2,20,75,47,57,FALSE
83,7,74,20,109,63,64,44,16,14,FALSE
36,70,33,84,96,83,68,47,110,93,FALSE
2,30,74,95,57,19,20,76,29,31,TRUE
101,95,2,16,41,8,74,50,7,99,TRUE
30,98,76,75,41,96,101,46,99,7,FALSE
11,20,39,18,8,7,95,68,94,29,FALSE
101,74,17,21,71,47,1,84,88,31,FALSE
7,49,39,20,8,96,31,46,2,9,TRUE
104,44,50,84,13,8,101,65,86,97,FALSE
55,8,87,84,11,13,79,65,26,6,FALSE
55,8,87,84,11,13,79,65,26,6,FALSE
30,37,44,64,78,13,10,91,20,98,TRUE
87,37,78,26,8,13,72,86,20,29,TRUE
101,42,29,25,73,74,26,64,8,7,FALSE
2,101,95,50,60,31,6,76,26,13,TRUE
84,94,78,20,13,29,68,38,87,8,FALSE
50,84,77,46,51,20,22,41,26,96,TRUE
77,64,26,78,34,68,20,95,25,51,FALSE
84,82,20,98,7,33,26,8,44,14,FALSE
30,99,106,91,28,87,81,2,78,20,TRUE
101,16,44,36,13,93,22,87,29,20,TRUE
100,94,97,78,79,68,40,77,20,104,FALSE
79,36,69,74,52,96,20,8,64,102,FALSE
95,9,96,26,97,50,6,78,40,92,FALSE
29,93,82,84,101,6,30,92,74,47,FALSE
69,47,41,7,101,65,91,75,77,94,FALSE
99,26,41,50,47,86,20,22,67,53,FALSE
102,28,96,78,50,74,20,65,26,6,TRUE
33,8,78,15,20,42,84,46,30,29,TRUE
101,6,41,33,95,20,39,109,57,65,FALSE
93,68,51,74,75,8,20,87,61,11,FALSE
30,47,93,26,2,101,99,13,91,104,TRUE
101,6,16,65,89,92,15,77,20,64,TRUE
91,50,39,19,2,93,98,30,17,26,TRUE
67,29,50,102,49,8,20,2,98,36,FALSE
26,28,22,87,69,27,99,44,91,8,FALSE
20,94,39,96,66,89,91,99,101,65,TRUE
22,75,93,20,13,110,30,21,6,85,FALSE
87,37,44,30,2,91,10,71,78,79,FALSE
77,64,20,85,43,4,16,8,13,50,FALSE
26,109,106,58,2,20,70,71,22,101,FALSE
33,47,8,30,32,2,44,20,57,75,FALSE
79,91,19,78,61,39,96,33,41,101,TRUE
2,68,74,86,69,85,99,106,50,39,TRUE
30,31,17,98,99,20,78,64,77,61,FALSE
20,104,97,48,101,25,8,70,84,57,TRUE
15,85,81,75,30,78,20,57,55,99,FALSE
8,74,44,91,55,21,30,15,95,87,TRUE
109,22,20,101,2,13,26,99,30,96,TRUE
59,102,29,91,19,26,64,36,38,47,FALSE
33,13,20,67,21,8,101,16,69,106,TRUE
11,43,40,84,33,19,20,5,103,41,FALSE
70,22,87,21,26,9,30,92,96,6,FALSE
87,11,29,41,20,8,86,75,85,36,TRUE
95,87,91,97,41,26,22,20,44,69,TRUE
75,21,101,41,98,22,20,7,47,94,FALSE
44,91,2,64,75,87,11,96,101,8,FALSE
26,11,65,101,42,93,2,20,95,40,FALSE
31,95,41,78,86,26,15,8,20,13,TRUE
91,65,13,19,101,8,2,46,102,68,FALSE
30,22,44,20,2,64,6,85,78,92,FALSE
10,61,26,2,20,87,78,65,68,67,TRUE
20,104,97,44,30,25,96,8,84,79,TRUE
101,104,22,95,71,34,16,15,78,26,FALSE
17,93,55,40,51,8,74,7,68,29,TRUE
2,30,74,100,95,26,37,78,22,42,TRUE
67,20,69,2,50,16,95,25,41,90,TRUE
95,64,30,20,2,60,57,42,68,65,FALSE
2,95,22,30,20,8,74,44,91,55,FALSE
20,93,60,78,50,86,87,38,29,8,TRUE
33,26,74,13,96,64,20,97,75,77,FALSE
91,75,51,50,19,57,97,29,20,95,TRUE
20,67,60,78,50,97,79,19,91,96,FALSE
99,106,92,30,77,57,104,87,95,20,TRUE
14,77,50,10,20,93,36,104,68,26,FALSE
34,23,35,30,22,17,68,104,47,26,TRUE
26,99,91,95,29,87,13,97,20,94,TRUE
7,8,15,20,55,50,77,95,2,27,FALSE
41,29,74,68,7,20,26,89,51,78,FALSE
11,104,29,30,7,77,86,98,46,20,TRUE
6,20,22,68,2,91,19,74,51,30,FALSE
89,18,13,97,87,94,78,69,86,26,FALSE
7,106,10,91,29,93,95,68,87,51,FALSE
74,13,6,26,20,75,102,95,41,2,TRUE
94,29,101,75,77,20,47,65,66,1,FALSE
101,46,65,67,87,20,15,88,91,19,TRUE
87,13,21,8,30,60,50,95,47,26,TRUE
66,101,2,95,74,23,51,46,20,106,FALSE
41,11,106,20,101,91,97,104,8,87,FALSE
39,74,44,91,7,17,38,13,50,95,FALSE
7,43,2,30,48,57,64,77,20,45,FALSE
40,26,93,102,85,36,2,95,33,57,FALSE
49,8,47,7,30,93,69,74,101,16,FALSE
75,95,16,30,104,40,21,7,33,26,TRUE
50,95,30,13,104,94,20,101,71,21,TRUE
41,11,7,101,85,4,20,103,8,100,FALSE
4,13,25,47,20,50,95,29,26,35,FALSE
38,52,15,66,26,47,82,20,50,29,TRUE
27,51,95,99,30,20,26,89,2,106,FALSE
15,33,103,89,20,95,26,35,31,8,TRUE
7,21,106,22,25,20,69,15,72,87,TRUE
99,26,97,20,17,30,85,95,6,64,FALSE
2,91,44,20,65,106,7,63,13,87,TRUE
17,10,101,69,84,11,20,8,57,88,FALSE
80,101,26,35,84,95,1,88,75,2,TRUE
94,78,104,87,7,68,44,25,96,26,FALSE
95,41,86,71,68,65,101,47,91,99,TRUE
13,10,101,76,8,55,97,86,41,68,TRUE
74,101,7,77,78,42,51,8,20,94,FALSE
1,91,29,71,30,65,82,20,75,95,TRUE
41,93,17,68,101,100,78,13,20,44,FALSE
20,11,65,101,36,78,87,2,88,47,FALSE
83,84,78,95,62,89,87,13,26,60,TRUE
41,7,101,69,95,29,74,50,20,6,FALSE
64,61,93,20,11,87,78,2,101,1,FALSE
93,29,101,83,106,26,102,28,78,55,TRUE
100,51,17,50,95,97,94,22,27,20,FALSE
31,2,65,68,10,101,8,6,92,21,TRUE
101,55,30,8,100,39,110,48,85,69,TRUE
86,84,77,78,110,8,20,96,83,82,FALSE
7,82,95,101,96,30,78,72,86,55,TRUE
11,26,65,40,57,106,102,93,47,5,FALSE
26,38,34,99,27,73,95,78,20,51,FALSE
68,47,51,67,20,5,75,2,13,44,TRUE
87,11,2,101,63,26,8,29,20,21,FALSE
61,7,101,78,94,68,57,65,95,18,TRUE
71,63,20,35,22,91,19,61,50,2,TRUE
29,22,15,2,20,106,93,57,68,51,FALSE
16,36,10,30,97,20,35,86,37,2,FALSE
106,42,50,2,68,20,67,22,84,13,FALSE
23,35,9,11,55,14,25,8,97,84,TRUE
20,78,98,30,93,50,96,77,66,43,TRUE
68,2,44,26,43,1,47,7,101,78,TRUE
9,60,56,13,87,20,46,50,35,2,FALSE
101,94,20,47,78,61,36,7,91,25,FALSE
8,22,65,20,86,57,26,44,2,13,FALSE
26,64,15,85,95,100,78,47,50,72,TRUE
17,4,55,20,41,69,93,101,16,78,TRUE
36,66,96,26,37,72,91,87,19,103,FALSE
35,13,86,20,2,93,69,74,101,16,TRUE
93,20,30,40,69,28,47,92,31,43,FALSE
60,2,74,30,63,20,51,44,3,78,TRUE
8,98,21,102,87,38,28,19,110,26,TRUE
41,8,5,75,74,17,95,20,60,26,FALSE
44,101,110,42,75,41,20,68,11,69,FALSE
38,52,15,66,8,96,2,106,86,57,TRUE
8,55,17,7,87,2,11,1,20,101,FALSE
91,95,94,30,57,7,40,96,101,93,FALSE
101,94,96,30,8,91,29,44,20,39,FALSE
6,68,15,53,20,26,106,78,13,7,FALSE
87,11,2,20,50,98,78,89,7,31,TRUE
100,78,77,79,45,50,57,11,20,28,FALSE
68,78,44,31,47,60,2,74,20,63,FALSE
13,106,20,10,103,99,75,92,101,77,TRUE
86,95,6,92,41,13,8,22,38,50,FALSE
100,64,74,50,8,87,40,93,20,39,TRUE
20,101,29,77,95,26,15,65,66,1,FALSE
20,30,77,47,104,44,95,26,68,2,TRUE
65,19,17,102,91,26,46,22,93,2,TRUE
95,65,44,91,102,7,10,98,20,57,FALSE
7,95,78,104,30,96,8,9,79,74,FALSE
100,64,20,17,63,30,69,8,68,97,FALSE
38,28,19,110,26,101,8,22,20,29,TRUE
20,57,42,65,97,102,2,30,74,93,FALSE
39,29,20,68,93,106,2,92,41,86,TRUE
26,8,97,69,50,39,74,44,91,7,FALSE
85,20,64,13,8,68,2,87,93,74,TRUE
60,2,20,74,75,38,76,19,110,26,FALSE
38,76,15,66,26,91,51,35,30,19,FALSE
20,1,2,68,13,63,26,95,7,21,FALSE
8,50,25,26,69,20,22,41,17,2,TRUE
60,95,64,30,10,2,11,106,20,101,FALSE
19,50,26,25,84,30,41,95,47,101,TRUE
95,15,26,87,71,50,11,2,101,67,FALSE
33,94,101,10,8,18,68,47,91,41,TRUE
67,29,97,22,101,1,4,51,26,78,TRUE
71,63,39,26,96,13,91,20,106,44,FALSE
17,88,106,33,101,94,8,41,10,14,TRUE
26,78,69,91,94,65,1,7,22,101,TRUE
95,20,11,41,30,13,106,7,10,68,FALSE
2,22,39,29,26,20,91,97,94,106,TRUE
53,78,68,44,20,26,2,13,101,1,TRUE
2,40,20,97,106,65,92,6,47,26,FALSE
78,27,83,1,29,93,98,84,17,26,TRUE
95,31,100,36,43,97,15,102,20,60,TRUE
50,2,93,11,86,30,28,75,47,40,TRUE
39,10,2,102,68,71,8,27,100,47,TRUE
101,46,65,16,8,69,6,20,74,92,TRUE
74,41,84,30,21,57,13,6,92,47,FALSE
78,30,100,70,47,20,69,42,13,44,TRUE
50,17,55,35,2,75,20,30,74,51,FALSE
39,30,100,43,95,13,92,19,91,42,TRUE
83,110,13,30,48,94,21,104,84,26,TRUE
44,95,29,20,55,22,8,97,57,68,FALSE
85,20,30,11,69,79,22,52,48,29,FALSE
39,106,69,73,101,87,78,21,50,6,FALSE
23,78,9,1,55,17,91,87,19,51,TRUE
20,94,75,96,78,44,17,26,50,2,TRUE
106,1,26,92,64,86,74,29,89,15,FALSE
26,21,99,64,65,89,96,2,50,103,FALSE
91,19,2,47,101,7,39,8,68,34,TRUE
35,78,57,96,20,13,77,95,16,79,TRUE
65,11,87,20,6,93,110,47,78,101,FALSE
91,99,74,31,22,30,1,98,78,87,FALSE
85,64,89,20,8,38,28,63,110,26,TRUE
23,91,78,21,19,87,55,76,20,6,FALSE
26,100,78,21,39,50,63,17,2,102,TRUE
2,11,63,110,101,100,98,20,35,18,TRUE
86,74,101,77,13,61,18,84,53,8,TRUE
69,41,26,38,106,100,17,20,2,42,FALSE
97,94,78,30,20,67,98,95,86,87,FALSE
109,2,101,68,11,92,47,6,20,65,FALSE
93,57,87,46,13,1,104,7,101,17,FALSE
93,2,25,33,31,86,16,40,95,104,TRUE
68,95,1,7,29,93,51,4,20,22,FALSE
99,26,87,35,33,47,31,95,63,20,FALSE
13,2,10,101,20,36,98,95,26,57,FALSE
96,3,71,91,89,100,47,77,20,2,FALSE
106,101,66,8,53,63,26,22,20,69,TRUE
26,74,20,51,8,39,13,44,91,7,TRUE
93,26,102,35,2,77,39,50,69,20,TRUE
65,13,6,20,92,50,88,35,8,7,FALSE
19,91,78,39,7,8,26,13,50,2,TRUE
91,93,34,51,86,78,61,77,33,26,TRUE
15,17,78,7,33,26,22,74,1,2,TRUE
26,98,68,89,29,8,17,2,86,84,FALSE
96,10,20,91,15,87,78,69,26,1,FALSE
86,8,41,34,79,20,7,96,17,106,FALSE
20,74,65,91,1,78,106,101,16,11,FALSE
50,20,47,8,43,97,74,18,26,7,FALSE
20,78,97,26,1,65,10,101,11,44,TRUE
78,11,20,75,96,22,8,26,97,106,FALSE
13,21,6,106,20,2,44,39,26,50,FALSE
53,51,82,74,71,13,44,20,96,101,TRUE
2,6,110,26,75,36,98,11,30,57,FALSE
26,101,93,29,21,100,51,13,50,48,FALSE
2,89,22,27,50,68,20,42,13,9,TRUE
83,110,13,30,93,16,101,109,65,17,TRUE
50,66,81,22,78,20,104,97,68,8,FALSE
93,41,21,26,5,13,8,69,20,86,TRUE
87,110,21,50,6,30,91,19,65,61,FALSE
31,19,93,82,97,17,2,50,98,102,TRUE
91,51,19,50,96,57,87,72,22,7,TRUE
96,11,31,26,47,86,91,95,99,29,FALSE
10,2,13,87,7,17,29,30,20,82,TRUE
86,91,21,10,69,29,95,20,30,40,TRUE
44,2,17,7,68,6,57,26,25,53,TRUE
15,65,46,86,7,2,26,50,35,98,FALSE
36,16,101,78,96,47,51,46,86,7,FALSE
19,2,39,91,84,8,20,87,35,98,TRUE
26,10,13,79,74,106,42,50,40,2,FALSE
68,101,38,6,21,46,8,2,30,51,FALSE
8,16,101,61,39,102,106,95,20,63,TRUE
20,39,2,101,10,93,78,40,26,110,TRUE
14,109,97,110,68,78,19,61,26,91,FALSE
44,93,26,20,39,10,87,41,68,8,TRUE
78,8,47,91,27,87,106,39,2,30,TRUE
28,19,91,101,38,20,60,16,35,41,FALSE
26,2,35,50,74,78,47,20,102,106,FALSE
26,60,97,46,8,13,15,20,87,71,TRUE
9,6,50,35,2,29,92,93,7,30,TRUE
30,44,13,61,20,26,6,92,74,40,TRUE
13,93,20,97,38,31,22,78,30,67,TRUE
25,30,65,90,42,80,39,21,11,53,FALSE
16,61,101,39,41,92,95,6,20,96,FALSE
101,88,16,95,41,8,78,50,96,94,FALSE
7,47,17,30,51,84,68,2,69,94,TRUE
50,8,79,93,2,22,65,20,74,6,TRUE
25,20,8,29,39,100,74,56,50,2,TRUE
26,57,11,20,28,83,30,77,21,13,TRUE
50,7,8,95,110,26,37,63,20,28,FALSE
87,7,91,19,83,50,26,25,77,2,FALSE
93,57,25,100,26,101,94,20,95,65,FALSE
16,101,72,39,41,2,42,91,97,26,TRUE
65,93,97,20,87,26,84,78,67,2,FALSE
83,96,13,30,48,103,89,64,20,78,TRUE
75,2,20,82,47,101,31,52,41,106,FALSE
57,74,27,78,93,20,104,97,87,95,TRUE
17,67,50,26,51,89,88,33,35,40,TRUE
91,78,13,20,10,100,18,21,50,8,FALSE
16,101,13,18,22,53,20,50,59,6,FALSE
61,98,93,7,87,84,91,19,17,16,TRUE
86,22,30,35,69,17,68,50,41,2,FALSE
96,100,101,18,95,39,11,6,92,20,TRUE
87,101,8,37,65,85,95,82,26,5,TRUE
8,76,44,110,55,20,98,101,41,39,FALSE
93,69,95,86,87,89,26,8,47,22,FALSE
87,84,104,93,47,51,95,8,20,7,FALSE
69,1,86,11,7,50,51,76,8,57,FALSE
20,87,11,47,2,89,43,51,30,84,FALSE
26,66,78,11,55,90,30,8,39,2,FALSE
69,44,87,20,13,66,96,35,86,2,FALSE
