p0_hero,p1_hero,p2_hero,p3_hero,p4_hero,p5_hero,p6_hero,p7_hero,p8_hero,p9_hero,radiant_win
109,47,2,30,84,8,78,20,55,26,FALSE
2,44,30,31,29,74,7,19,75,91,FALSE
11,51,106,101,20,31,95,7,86,110,FALSE
1,15,51,26,7,30,106,67,101,71,FALSE
89,101,106,2,7,26,8,97,20,56,FALSE
8,51,86,30,106,65,74,26,20,77,TRUE
8,51,11,20,30,66,96,46,86,2,FALSE
95,99,19,20,91,50,76,2,30,8,TRUE
89,11,65,26,33,13,93,20,3,106,TRUE
69,77,53,26,65,19,17,14,20,105,TRUE
95,77,41,26,75,93,69,27,91,47,FALSE
30,106,98,76,20,88,19,91,7,17,FALSE
67,98,21,16,87,69,19,47,27,91,TRUE
97,95,46,50,38,94,2,106,86,87,FALSE
20,53,68,41,95,26,40,91,93,33,FALSE
3,91,19,64,9,67,98,21,102,87,TRUE
68,40,41,30,98,62,110,87,82,95,TRUE
20,95,76,51,68,86,21,50,65,44,TRUE
47,13,2,33,87,58,26,78,49,39,FALSE
87,11,50,13,8,20,93,47,96,68,TRUE
2,101,78,15,53,42,51,25,86,30,FALSE
42,104,86,26,30,50,84,78,21,93,FALSE
86,11,50,55,80,91,106,25,99,20,FALSE
1,2,26,17,100,59,74,20,31,69,TRUE
6,26,25,36,91,5,95,96,10,93,FALSE
30,110,77,29,74,106,41,22,13,20,FALSE
6,65,10,20,21,78,75,8,77,26,TRUE
95,57,22,26,2,31,37,46,27,8,FALSE
67,29,11,86,20,35,95,57,26,65,FALSE
94,7,87,54,104,93,95,26,65,68,FALSE
7,11,38,26,80,91,50,30,8,93,TRUE
95,99,30,104,50,106,68,65,94,26,FALSE
50,99,96,92,77,97,7,8,30,47,TRUE
60,86,8,57,11,84,94,97,20,29,TRUE
36,8,10,31,26,51,91,11,99,22,TRUE
8,30,78,13,69,7,2,20,29,35,FALSE
50,20,78,6,2,68,39,97,26,95,TRUE
26,78,2,66,93,75,47,95,27,8,TRUE
101,51,97,26,8,68,35,2,20,61,TRUE
66,61,2,26,11,37,8,13,20,60,TRUE
39,10,26,78,7,19,38,91,31,32,FALSE
76,30,100,8,2,47,101,19,88,91,TRUE
40,102,95,2,64,39,68,65,63,30,TRUE
8,95,13,64,22,93,91,2,71,30,FALSE
29,92,6,20,95,11,16,10,30,65,FALSE
7,39,20,65,6,31,60,93,27,8,TRUE
36,38,91,31,104,37,7,26,47,99,FALSE
20,11,51,33,80,54,46,7,26,29,TRUE
11,6,26,29,50,78,30,69,20,8,FALSE
102,99,95,91,96,11,30,20,10,29,FALSE
50,13,17,92,77,53,68,1,20,4,TRUE
31,95,27,78,8,68,47,93,30,64,TRUE
94,65,106,26,68,57,101,78,11,39,TRUE
68,41,11,26,29,46,61,20,2,30,FALSE
95,92,29,77,10,26,74,13,101,6,FALSE
58,47,1,30,33,57,17,104,27,93,TRUE
20,21,47,99,106,48,78,87,58,65,FALSE
86,84,1,78,38,35,65,82,26,102,FALSE
60,30,47,95,8,20,40,17,91,99,FALSE
8,7,106,22,68,26,18,33,55,2,TRUE
26,68,69,99,36,75,87,95,88,8,FALSE
78,54,10,26,66,30,11,20,29,109,FALSE
47,91,27,95,51,68,26,15,93,29,TRUE
66,105,39,86,11,35,2,57,5,104,TRUE
65,10,7,47,68,40,95,97,20,41,FALSE
93,91,99,47,30,10,51,87,20,11,TRUE
69,86,93,50,38,42,94,77,68,65,FALSE
7,22,41,26,56,65,93,67,75,86,TRUE
30,39,99,65,8,20,78,10,22,41,TRUE
91,97,30,8,93,41,68,29,94,26,FALSE
1,40,87,68,88,73,26,30,89,65,FALSE
99,27,95,50,39,11,106,68,8,20,FALSE
66,61,39,86,11,69,106,68,93,20,TRUE
11,102,26,77,65,90,8,7,86,56,FALSE
7,47,20,8,35,26,71,95,41,22,TRUE
77,61,26,13,68,20,17,51,16,95,FALSE
99,86,46,31,8,69,101,29,89,26,FALSE
95,96,31,11,86,8,28,35,30,7,FALSE
102,8,60,86,39,6,66,13,26,9,TRUE
20,99,97,92,77,31,11,101,78,8,TRUE
69,27,30,8,29,74,33,19,91,38,TRUE
69,51,101,39,8,60,66,44,20,37,FALSE
80,66,87,11,96,99,30,29,10,5,FALSE
85,20,96,8,17,42,65,30,6,36,FALSE
101,94,26,51,8,46,99,20,2,30,TRUE
79,97,21,20,72,7,30,2,35,39,FALSE
43,95,30,29,68,37,18,53,16,87,TRUE
30,102,4,96,64,20,21,13,92,6,FALSE
30,17,40,95,97,18,74,86,96,20,TRUE
46,54,64,65,7,97,93,2,101,20,FALSE
11,20,102,99,29,66,8,46,86,37,FALSE
15,104,101,95,20,99,33,46,87,44,TRUE
34,7,40,104,44,63,92,59,57,6,FALSE
30,84,13,95,96,39,71,44,7,20,TRUE
2,28,11,20,50,60,75,34,26,99,TRUE
2,30,44,20,37,35,95,66,28,8,TRUE
2,78,19,101,91,84,42,51,43,64,TRUE
56,68,17,8,26,97,36,30,100,1,TRUE
74,54,84,78,68,96,72,97,101,20,FALSE
83,110,13,30,8,50,40,63,20,28,TRUE
36,99,30,2,68,19,91,7,22,51,TRUE
66,37,99,30,13,100,110,97,20,95,TRUE
8,40,74,36,30,2,53,95,79,50,TRUE
48,66,20,95,65,25,11,16,38,50,TRUE
66,99,11,30,51,7,96,39,68,8,FALSE
93,78,27,22,71,81,75,65,98,68,FALSE
93,26,66,11,38,8,13,46,20,33,FALSE
26,11,17,84,60,13,25,93,20,86,TRUE
15,74,11,20,40,2,50,84,17,53,TRUE
69,20,22,7,95,26,21,51,93,84,TRUE
38,65,4,20,11,42,35,93,26,13,TRUE
101,11,47,41,20,44,7,39,15,86,TRUE
26,17,93,50,13,7,53,20,8,11,FALSE
47,92,26,8,2,65,35,101,41,20,TRUE
75,2,99,91,19,76,98,71,30,8,TRUE
89,78,20,64,30,8,22,66,26,101,FALSE
29,2,94,57,27,46,87,8,88,30,FALSE
33,30,11,55,39,2,78,20,101,1,FALSE
21,68,99,94,100,8,95,26,31,78,FALSE
50,8,39,86,2,87,11,51,66,36,TRUE
99,91,22,30,8,11,26,101,10,2,FALSE
27,29,41,20,93,33,99,13,26,77,FALSE
20,86,99,2,74,72,22,57,26,65,FALSE
94,65,26,37,7,93,95,88,2,86,TRUE
7,11,26,110,6,55,58,2,30,15,TRUE
20,86,99,2,74,72,22,57,26,65,FALSE
106,22,29,94,26,6,68,2,95,40,TRUE
13,26,30,94,2,20,35,95,7,8,TRUE
6,8,17,20,92,11,77,51,2,68,TRUE
21,94,20,110,6,102,72,11,86,2,TRUE
50,99,2,86,15,94,7,64,29,47,TRUE
71,33,35,20,22,75,106,2,79,80,TRUE
99,91,93,71,30,65,89,22,26,2,FALSE
58,99,13,20,77,95,55,69,8,26,TRUE
26,110,95,51,93,47,30,97,100,8,TRUE
36,51,77,68,26,78,27,101,8,99,TRUE
13,91,8,86,19,77,46,26,68,29,TRUE
99,2,50,87,93,91,51,74,19,30,TRUE
30,37,46,26,51,66,96,35,86,2,FALSE
100,29,20,99,8,95,68,97,86,93,FALSE
86,11,101,8,96,18,99,17,20,52,FALSE
13,58,99,26,77,7,21,20,88,8,FALSE
68,22,93,26,98,85,99,46,20,36,TRUE
51,68,47,35,7,81,86,2,91,13,TRUE
66,38,69,86,8,105,97,1,31,21,FALSE
11,86,66,40,38,99,26,22,41,68,FALSE
78,67,47,50,26,30,95,110,101,41,FALSE
96,40,16,26,8,2,106,77,20,7,TRUE
26,7,35,65,8,93,11,30,20,41,TRUE
95,68,65,1,27,11,26,92,67,29,TRUE
20,2,21,92,77,94,98,11,90,7,TRUE
26,99,17,101,65,71,86,93,57,11,FALSE
3,8,11,86,37,95,60,99,27,31,TRUE
50,17,51,84,8,54,99,27,91,47,TRUE
94,97,27,78,7,33,2,36,20,11,FALSE
86,73,20,8,109,19,91,22,26,17,TRUE
20,57,35,65,99,17,30,68,10,2,FALSE
66,95,11,86,96,43,26,29,19,91,TRUE
71,66,94,20,47,8,2,39,30,16,FALSE
20,39,11,7,2,8,22,66,27,96,FALSE
83,17,38,26,8,94,7,11,31,96,TRUE
32,74,87,99,51,9,11,26,2,69,FALSE
39,2,86,8,20,10,68,78,66,13,TRUE
68,8,13,20,11,86,50,95,2,110,TRUE
11,16,30,94,29,93,96,88,95,26,TRUE
60,86,8,57,37,106,68,51,1,26,TRUE
83,48,11,86,38,61,2,46,79,9,FALSE
101,13,94,66,96,95,30,2,47,91,FALSE
2,11,86,41,68,8,66,22,26,53,FALSE
91,106,26,29,35,68,8,16,95,51,TRUE
102,39,69,26,95,11,42,101,1,65,TRUE
39,41,26,51,20,7,95,76,86,37,FALSE
99,96,86,91,77,51,43,8,7,26,FALSE
95,51,86,25,20,65,7,92,6,22,FALSE
47,77,92,69,7,29,6,20,13,95,TRUE
50,88,94,66,7,33,26,65,67,15,FALSE
47,20,51,68,11,48,50,39,7,2,TRUE
7,13,93,26,11,30,29,72,59,57,FALSE
41,20,15,30,96,77,75,26,69,11,FALSE
50,74,77,26,99,27,64,11,8,7,FALSE
30,39,13,5,95,66,99,88,25,11,FALSE
83,70,17,101,2,78,8,26,89,75,FALSE
95,20,7,106,53,93,47,86,58,13,TRUE
31,95,7,20,110,8,26,35,51,17,FALSE
22,30,20,94,41,2,11,101,88,95,TRUE
13,26,8,101,11,10,2,7,37,30,TRUE
89,21,78,7,26,8,49,27,66,51,FALSE
106,101,8,77,26,11,51,86,20,37,TRUE
29,66,11,86,8,20,95,102,46,2,FALSE
51,68,94,38,26,110,8,101,2,17,TRUE
26,13,2,89,93,11,27,86,94,65,FALSE
66,51,39,86,11,7,2,68,33,35,TRUE
26,17,38,66,48,19,99,91,7,97,TRUE
78,98,101,26,95,20,11,66,96,109,FALSE
95,86,110,8,69,56,17,22,29,20,TRUE
13,26,44,57,11,8,86,95,51,106,TRUE
98,30,2,77,92,8,91,99,20,104,FALSE
99,28,11,57,30,95,27,91,47,51,FALSE
95,11,26,38,102,7,30,35,55,8,TRUE
8,91,99,11,101,92,9,20,6,65,FALSE
91,20,47,51,10,101,65,7,94,106,TRUE
68,40,17,7,110,50,77,47,51,26,TRUE
68,77,37,29,30,26,47,93,20,65,FALSE
71,85,95,17,26,20,60,94,65,7,FALSE
31,26,63,2,17,42,46,47,64,78,TRUE
26,78,82,93,68,41,75,87,35,2,TRUE
31,74,93,99,75,102,21,36,97,26,FALSE
20,11,110,26,6,63,78,30,84,40,TRUE
26,68,35,53,28,11,66,99,17,30,TRUE
39,26,47,29,8,30,35,101,41,2,TRUE
95,17,26,29,66,33,20,69,78,8,TRUE
95,65,86,39,52,11,66,26,38,48,TRUE
61,98,46,7,20,99,66,104,86,52,TRUE
22,35,2,102,93,8,20,99,100,43,TRUE
6,20,65,92,15,50,35,60,102,8,FALSE
75,11,29,101,26,8,15,13,86,66,FALSE
95,64,97,99,91,51,66,11,98,30,FALSE
50,26,77,17,99,8,20,25,33,104,FALSE
33,26,81,74,93,21,77,65,42,39,TRUE
83,66,11,74,86,8,84,2,22,101,FALSE
99,30,17,98,91,96,11,66,40,25,FALSE
91,99,19,97,26,3,35,52,33,7,FALSE
65,68,35,3,95,17,2,64,43,7,TRUE
65,94,8,86,68,88,7,17,35,20,FALSE
22,11,96,42,93,30,17,95,7,51,FALSE
30,95,96,10,93,26,72,2,22,50,FALSE
91,78,19,26,99,20,96,7,39,18,FALSE
33,51,39,20,11,77,69,13,26,92,TRUE
101,7,35,18,60,66,11,95,86,51,TRUE
69,39,17,30,66,33,61,99,7,11,FALSE
7,109,60,22,53,2,47,51,50,40,TRUE
99,26,68,94,51,77,2,66,27,74,TRUE
99,22,66,20,104,15,16,30,89,29,FALSE
20,74,13,30,6,66,44,97,91,38,FALSE
37,8,39,86,2,83,34,110,66,95,FALSE
7,17,2,33,8,3,19,39,91,29,TRUE
17,50,101,2,15,26,102,39,65,35,FALSE
86,74,51,2,8,7,66,99,26,35,FALSE
37,86,1,30,95,9,106,20,110,94,FALSE
9,106,26,29,69,61,33,93,20,38,TRUE
44,66,99,26,13,15,65,19,91,7,FALSE
78,11,106,20,101,95,92,110,7,6,FALSE
26,75,36,51,67,7,11,101,65,93,TRUE
9,11,86,41,99,101,20,10,104,42,TRUE
31,26,14,99,72,20,74,86,88,6,FALSE
66,2,21,91,19,16,99,30,29,11,FALSE
62,77,26,55,39,66,2,13,86,99,FALSE
58,8,99,26,11,9,35,79,65,94,FALSE
69,92,20,94,29,7,17,38,101,77,FALSE
79,17,38,84,48,15,102,27,8,2,FALSE
65,30,27,1,2,20,46,51,26,36,FALSE
95,17,26,38,66,29,16,8,86,22,TRUE
33,87,78,20,11,39,7,2,26,95,FALSE
6,41,11,101,20,106,30,55,94,91,TRUE
39,26,2,66,94,7,65,76,8,20,FALSE
7,29,106,20,109,2,99,101,91,11,FALSE
90,8,11,86,37,106,46,2,26,30,FALSE
36,30,20,39,11,26,99,17,92,96,FALSE
68,20,93,46,2,8,22,40,26,51,FALSE
92,47,6,20,13,91,104,50,78,44,FALSE
20,60,33,13,15,7,37,50,11,2,FALSE
19,39,104,84,91,26,61,8,97,20,FALSE
26,2,95,99,50,39,47,8,7,86,TRUE
16,65,94,30,99,39,22,29,26,11,FALSE
36,30,92,51,77,21,11,7,20,29,TRUE
2,1,74,68,86,94,106,101,51,20,FALSE
10,11,99,7,26,8,66,94,2,101,FALSE
93,11,26,38,7,8,51,35,20,33,FALSE
99,65,34,62,20,36,46,86,2,66,FALSE
86,2,95,99,101,8,26,38,31,53,FALSE
8,26,96,31,53,94,2,78,101,20,TRUE
6,17,26,29,66,73,30,86,10,2,TRUE
86,61,95,20,39,78,101,7,47,8,TRUE
29,49,30,48,27,8,17,26,2,57,TRUE
96,15,2,30,67,66,99,35,68,37,FALSE
19,11,91,3,97,20,2,13,75,77,TRUE
50,33,39,92,77,8,11,102,20,2,TRUE
35,2,57,7,8,30,61,28,20,11,FALSE
39,11,20,84,9,21,68,26,29,4,FALSE
32,68,11,96,30,94,47,29,26,84,TRUE
47,72,101,91,51,26,95,17,16,2,TRUE
106,8,97,87,26,95,65,20,68,46,TRUE
20,65,10,102,11,26,82,7,39,2,FALSE
30,33,11,47,29,26,86,80,28,39,TRUE
39,2,79,50,15,95,10,13,64,26,TRUE
26,11,51,33,39,1,72,50,91,99,TRUE
8,84,102,35,60,78,26,44,68,65,TRUE
99,20,30,51,11,101,7,95,17,13,TRUE
106,26,91,65,94,59,35,20,102,96,FALSE
57,97,10,99,30,45,36,8,84,78,TRUE
69,11,26,96,7,20,99,65,86,94,TRUE
42,11,40,26,51,46,99,86,20,93,FALSE
92,11,88,86,8,38,20,21,6,50,FALSE
98,11,41,26,68,20,39,81,91,17,FALSE
102,22,53,26,77,7,35,101,65,99,FALSE
101,35,30,51,8,3,11,38,9,80,TRUE
50,65,15,7,6,11,86,31,10,29,TRUE
35,75,86,8,65,33,51,95,7,11,TRUE
39,93,101,67,7,20,66,11,78,99,FALSE
50,99,65,30,11,22,20,101,8,41,TRUE
16,68,11,8,13,34,103,99,17,75,TRUE
20,61,13,7,94,30,34,2,101,77,FALSE
7,87,13,67,9,64,68,35,93,99,TRUE
26,74,65,20,67,30,85,15,43,42,FALSE
51,39,8,33,19,61,77,2,13,20,TRUE
26,78,51,66,94,68,99,2,20,35,TRUE
84,81,15,99,45,47,6,26,96,31,FALSE
28,87,20,82,78,7,64,99,76,1,TRUE
44,20,15,2,101,77,1,86,34,26,TRUE
101,35,29,95,7,66,74,54,13,26,FALSE
87,1,84,74,96,2,46,30,64,94,TRUE
20,64,36,14,89,26,35,85,44,57,FALSE
65,109,57,78,26,20,17,30,2,6,TRUE
74,47,17,57,27,60,20,42,65,79,FALSE
17,84,99,93,30,64,8,104,65,79,TRUE
47,74,44,42,85,57,20,97,8,65,FALSE
53,101,20,51,8,34,102,75,26,85,FALSE
9,63,77,5,7,20,26,21,65,11,FALSE
31,99,82,87,78,66,13,26,8,40,FALSE
20,68,94,65,15,88,93,2,101,110,FALSE
57,5,2,15,35,83,63,106,26,89,TRUE
50,29,100,47,8,20,97,30,39,95,TRUE
30,41,26,36,39,100,2,35,11,85,FALSE
91,19,101,97,39,49,27,48,50,99,TRUE
96,7,11,77,26,41,86,95,22,68,TRUE
5,18,9,74,11,93,22,57,20,6,TRUE
21,26,93,50,2,7,65,20,35,96,TRUE
29,11,86,7,10,48,74,31,99,20,TRUE
95,20,47,27,51,70,7,63,99,30,TRUE
91,104,20,22,67,100,77,50,99,45,FALSE
1,20,96,30,39,85,22,4,27,106,FALSE
101,98,47,95,20,35,2,99,102,30,FALSE
26,22,29,1,30,67,20,23,86,51,TRUE
66,98,99,11,26,102,47,7,94,29,TRUE
64,89,78,86,16,51,95,20,11,31,FALSE
93,97,26,31,18,30,20,29,39,89,FALSE
36,42,69,15,37,26,87,8,99,58,TRUE
83,20,110,11,94,17,85,47,26,36,TRUE
76,101,41,30,29,45,94,2,20,15,FALSE
68,51,6,20,101,109,9,27,78,29,TRUE
20,98,34,30,94,7,2,50,25,76,FALSE
20,29,28,74,7,18,11,99,66,86,FALSE
64,68,22,71,67,26,89,2,20,40,TRUE
46,21,87,29,26,51,40,11,20,7,FALSE
110,26,7,11,94,35,66,43,2,50,FALSE
50,96,11,7,17,61,35,99,20,33,TRUE
66,13,26,80,11,6,96,46,31,20,TRUE
11,96,10,68,31,91,28,77,50,51,TRUE
13,75,110,94,30,88,6,101,20,29,TRUE
8,39,30,99,31,26,20,61,11,97,TRUE
71,11,30,29,95,75,86,22,2,77,TRUE
7,101,21,2,57,41,64,69,34,37,TRUE
17,58,91,72,2,87,65,30,39,8,FALSE
21,93,110,26,50,20,19,95,91,13,FALSE
26,106,13,20,99,68,27,17,71,93,FALSE
91,26,36,96,6,46,2,95,99,30,TRUE
26,50,11,99,37,8,41,30,35,31,TRUE
19,72,26,96,91,30,2,50,41,13,FALSE
20,40,41,68,17,15,76,66,102,2,FALSE
15,13,68,86,51,85,26,35,106,47,FALSE
57,51,11,26,95,39,99,35,30,50,TRUE
30,93,88,26,99,66,94,37,2,50,TRUE
37,8,95,99,86,18,104,2,33,87,TRUE
78,46,7,26,65,95,96,87,86,11,TRUE
11,101,9,2,99,43,64,74,15,75,TRUE
11,62,47,42,20,74,8,66,26,69,FALSE
106,61,77,26,66,64,88,34,99,53,FALSE
47,75,94,9,96,93,50,11,1,30,FALSE
31,39,41,69,47,86,11,96,50,8,FALSE
33,47,30,44,98,17,8,75,20,29,FALSE
69,74,2,26,50,96,20,63,27,93,TRUE
41,33,26,95,99,20,29,11,7,89,FALSE
15,30,1,11,20,87,35,99,26,47,FALSE
64,69,17,41,26,99,94,13,30,20,FALSE
26,42,68,35,29,20,6,92,53,13,TRUE
61,44,95,26,101,9,8,15,74,3,FALSE
30,11,55,94,7,88,10,26,20,41,TRUE
11,26,74,83,8,29,68,101,47,57,FALSE
51,94,78,31,50,20,99,74,93,75,FALSE
86,13,77,39,26,84,1,46,20,29,FALSE
40,45,36,90,53,50,6,22,20,99,FALSE
64,43,8,61,40,65,30,104,35,20,TRUE
41,1,84,17,86,10,104,74,31,57,FALSE
66,64,35,20,51,98,15,39,101,7,TRUE
20,69,95,87,11,8,30,97,57,13,TRUE
89,7,68,65,56,50,8,17,64,110,FALSE
11,95,29,79,26,16,8,22,47,56,TRUE
96,75,76,20,86,36,105,99,68,106,FALSE
95,20,39,25,29,86,69,35,26,93,TRUE
1,106,29,26,75,20,71,42,6,36,TRUE
69,26,29,94,5,7,38,30,6,18,FALSE
86,106,52,29,11,83,46,110,33,95,FALSE
7,78,65,101,1,86,47,26,110,94,TRUE
27,11,30,51,109,7,17,22,33,8,FALSE
35,68,42,84,69,47,70,20,96,85,TRUE
89,20,74,68,110,99,26,47,40,64,TRUE
76,8,14,66,79,73,7,86,6,98,TRUE
6,74,51,101,7,20,66,35,99,65,FALSE
15,65,39,26,75,7,50,99,43,77,FALSE
20,27,99,47,35,11,96,30,26,94,TRUE
20,35,33,51,8,71,95,11,101,2,FALSE
26,6,11,30,2,79,94,93,9,65,FALSE
78,20,50,29,44,69,101,26,95,93,TRUE
94,101,110,7,8,61,21,20,33,13,FALSE
8,78,27,66,11,99,5,65,86,39,TRUE
68,86,95,11,51,30,71,17,29,99,FALSE
7,26,35,78,29,20,41,110,15,31,TRUE
29,31,78,9,1,17,101,33,95,51,FALSE
74,63,86,20,93,30,88,34,7,81,FALSE
25,38,30,11,65,26,99,34,7,77,FALSE
100,68,95,35,87,77,17,20,96,66,FALSE
2,95,13,20,96,10,51,39,26,33,FALSE
46,17,88,26,29,7,15,20,11,39,FALSE
87,11,5,47,51,93,65,26,20,34,FALSE
22,9,65,20,11,86,17,7,39,2,TRUE
34,21,48,7,92,11,25,101,44,103,TRUE
34,21,35,7,92,39,91,19,99,20,TRUE
35,86,2,68,81,51,95,92,26,6,FALSE
98,20,30,8,39,26,37,11,76,50,FALSE
21,16,17,95,26,20,47,51,28,30,FALSE
29,35,91,26,47,45,50,99,64,56,TRUE
35,20,8,96,84,29,31,26,95,11,TRUE
20,101,94,65,17,99,93,50,13,26,FALSE
26,65,1,15,7,87,30,63,29,11,FALSE
7,60,70,52,65,101,29,17,93,20,FALSE
65,30,82,20,15,5,11,29,39,26,FALSE
2,7,39,11,30,20,22,35,110,36,FALSE
86,22,8,106,102,26,47,30,6,65,FALSE
30,74,44,65,101,2,87,34,99,20,FALSE
20,11,66,95,51,50,79,19,41,14,TRUE
7,78,61,93,33,47,30,6,20,29,TRUE
26,69,85,2,25,101,7,8,47,22,TRUE
7,42,75,29,26,5,54,59,78,51,FALSE
20,17,94,96,7,36,91,29,11,84,TRUE
7,10,86,47,84,78,15,33,77,20,FALSE
5,73,97,26,95,38,66,1,20,74,TRUE
78,19,26,91,15,101,39,65,66,49,FALSE
11,39,42,51,26,29,8,101,50,7,TRUE
33,110,47,68,89,26,99,10,31,95,FALSE
20,13,35,102,6,26,99,22,7,11,TRUE
17,71,6,20,33,97,2,88,26,95,TRUE
39,27,99,50,69,2,26,95,10,110,FALSE
26,8,74,65,30,7,38,101,11,17,FALSE
30,29,50,11,42,20,95,110,17,16,TRUE
20,61,50,77,74,33,11,29,110,7,FALSE
93,65,7,20,97,38,8,17,68,86,TRUE
30,42,65,99,87,91,88,20,19,22,TRUE
41,75,11,65,7,93,21,60,99,26,FALSE
13,25,30,20,36,2,42,26,65,11,FALSE
13,85,7,11,6,26,94,74,29,30,TRUE
86,91,25,72,104,6,9,20,2,101,TRUE
9,11,17,61,26,29,106,84,42,35,FALSE
36,96,11,25,7,29,35,99,33,20,FALSE
21,35,7,65,86,26,100,39,93,110,FALSE
7,78,94,33,39,20,36,47,99,101,TRUE
104,7,101,95,94,26,93,31,35,99,FALSE
7,86,39,99,93,30,74,51,95,101,TRUE
33,11,20,17,99,78,26,47,35,68,FALSE
50,78,34,7,8,83,31,36,35,28,TRUE
50,29,11,99,20,26,86,34,51,77,FALSE
83,78,46,93,26,86,7,17,11,51,TRUE
17,20,51,25,7,74,26,109,29,86,TRUE
23,21,3,37,78,36,84,82,96,75,TRUE
26,75,51,47,99,102,93,95,101,29,FALSE
66,95,30,48,51,57,78,99,93,50,TRUE
7,95,17,101,47,20,27,29,39,1,TRUE
87,97,20,65,8,26,37,77,50,2,FALSE
7,56,17,33,65,78,6,50,11,20,FALSE
38,74,84,80,101,20,30,82,75,2,FALSE
11,68,95,30,51,7,44,20,39,21,TRUE
42,68,21,26,39,88,11,20,33,37,FALSE
97,87,99,11,102,19,26,39,91,65,TRUE
99,50,11,3,35,19,91,47,26,98,FALSE
22,66,65,20,11,7,86,35,15,99,TRUE
18,79,19,91,97,78,94,57,31,26,FALSE
101,77,21,51,92,16,86,47,15,8,TRUE
7,35,88,25,65,1,87,95,29,20,FALSE
20,8,22,99,64,50,30,11,28,96,TRUE
101,94,50,41,29,83,95,1,26,51,FALSE
86,15,26,93,65,77,78,20,55,64,FALSE
96,84,20,11,1,10,2,68,26,39,FALSE
50,35,20,39,2,30,40,41,34,85,FALSE
22,51,62,99,20,77,92,50,17,61,TRUE
26,20,78,11,103,101,95,33,22,41,TRUE
83,77,26,25,110,93,30,95,7,29,TRUE
66,38,7,34,63,35,99,20,30,94,TRUE
65,11,101,99,26,71,49,39,78,68,FALSE
13,7,101,61,95,38,86,29,63,39,TRUE
87,19,11,96,91,51,75,35,20,36,TRUE
7,11,39,101,29,70,96,35,20,26,TRUE
41,95,30,31,97,39,74,19,91,7,TRUE
104,2,60,20,22,27,93,17,101,51,FALSE
35,22,65,20,2,66,47,30,6,51,FALSE
41,65,11,75,101,38,46,50,20,8,FALSE
86,95,93,91,69,17,30,26,29,11,TRUE
100,98,5,11,8,66,39,48,30,51,FALSE
84,40,19,91,4,30,29,47,87,77,TRUE
25,35,86,66,51,42,47,59,95,50,TRUE
33,46,61,78,20,99,11,101,66,51,FALSE
88,95,17,51,26,20,7,94,65,30,FALSE
26,33,35,65,7,50,67,47,2,87,FALSE
20,99,7,4,95,97,41,93,22,84,FALSE
20,17,55,26,8,2,50,46,51,79,TRUE
51,7,86,101,44,20,26,110,39,35,FALSE
51,63,101,20,95,58,86,65,52,35,TRUE
101,66,2,22,6,34,29,26,10,7,TRUE
4,20,38,39,56,65,106,30,26,47,FALSE
25,93,69,42,20,50,29,26,1,95,TRUE
93,66,55,86,13,61,29,30,17,20,FALSE
30,26,109,98,13,11,106,99,68,20,TRUE
38,41,11,26,20,95,46,53,50,75,TRUE
7,26,106,25,37,87,41,11,30,110,TRUE
101,17,7,2,95,52,35,66,79,51,FALSE
7,11,92,69,87,21,35,6,60,20,FALSE
20,75,11,10,29,7,95,44,110,86,TRUE
26,39,67,2,79,36,15,33,101,51,FALSE
20,29,94,89,8,39,91,65,26,19,TRUE
30,29,39,33,95,37,91,51,20,41,FALSE
8,66,39,99,10,93,26,98,21,17,TRUE
64,9,2,87,13,6,72,31,26,75,FALSE
50,65,72,1,57,13,26,29,33,15,FALSE
75,20,67,9,86,48,43,30,27,29,FALSE
47,84,29,26,94,31,30,17,41,97,FALSE
94,35,27,26,96,93,2,50,14,17,TRUE
86,20,6,69,93,10,30,85,100,8,TRUE
57,94,26,63,96,47,75,69,7,8,FALSE
11,78,29,87,1,95,106,26,99,22,TRUE
40,15,20,30,95,96,19,26,91,11,TRUE
47,42,69,26,7,84,101,17,99,95,TRUE
93,75,7,22,76,20,35,99,68,95,TRUE
11,82,30,2,27,89,78,9,22,93,TRUE
35,7,99,95,26,50,77,47,65,9,FALSE
98,63,20,26,95,65,35,7,86,99,FALSE
16,43,7,29,8,41,33,30,110,34,TRUE
15,30,20,65,44,87,10,96,84,46,TRUE
35,51,13,7,30,71,110,6,20,39,TRUE
17,7,65,42,86,88,26,13,93,11,TRUE
86,35,29,68,93,94,13,50,7,51,FALSE
7,8,11,71,68,26,77,17,50,61,FALSE
27,69,15,5,56,46,25,99,8,26,FALSE
51,17,20,11,101,35,95,30,39,100,FALSE
21,99,20,51,50,33,26,39,35,23,FALSE
66,49,48,30,51,7,99,94,65,68,TRUE
39,66,51,30,48,7,68,29,72,11,TRUE
41,35,20,7,110,51,63,11,84,77,TRUE
11,84,101,89,88,15,26,75,47,94,TRUE
106,54,63,102,50,2,64,76,5,35,FALSE
47,99,7,11,30,98,19,91,17,25,FALSE
66,30,45,51,39,75,7,26,93,98,TRUE
68,75,29,22,1,71,110,26,13,11,FALSE
42,44,78,87,69,7,34,20,110,1,FALSE
9,27,20,11,18,95,22,41,74,75,TRUE
7,101,69,36,106,17,26,86,65,11,TRUE
38,34,50,93,40,110,95,57,20,97,TRUE
40,89,75,20,61,6,26,50,29,46,TRUE
1,2,104,26,64,37,6,15,52,96,FALSE
68,61,35,16,95,31,20,34,36,6,TRUE
